proposed_sku,source_image_url,local_image_path,sha256,bytes,status,notes
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-500-PET,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,51aa9ec1dbd437bbe3a97f2c0860b5d33697dee74c033050d8609173034aa1c2,3772957,downloaded,
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-500-PET,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,51aa9ec1dbd437bbe3a97f2c0860b5d33697dee74c033050d8609173034aa1c2,3772957,reused,Дубликат содержимого — переиспользован файл
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-1000-PET,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,51aa9ec1dbd437bbe3a97f2c0860b5d33697dee74c033050d8609173034aa1c2,3772957,reused,Дубликат содержимого — переиспользован файл
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-1000-PET,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,51aa9ec1dbd437bbe3a97f2c0860b5d33697dee74c033050d8609173034aa1c2,3772957,reused,Дубликат содержимого — переиспользован файл
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-1500-PET,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,51aa9ec1dbd437bbe3a97f2c0860b5d33697dee74c033050d8609173034aa1c2,3772957,reused,Дубликат содержимого — переиспользован файл
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-1500-PET,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,51aa9ec1dbd437bbe3a97f2c0860b5d33697dee74c033050d8609173034aa1c2,3772957,reused,Дубликат содержимого — переиспользован файл
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-5000-PET,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,51aa9ec1dbd437bbe3a97f2c0860b5d33697dee74c033050d8609173034aa1c2,3772957,reused,Дубликат содержимого — переиспользован файл
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-5000-PET,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,51aa9ec1dbd437bbe3a97f2c0860b5d33697dee74c033050d8609173034aa1c2,3772957,reused,Дубликат содержимого — переиспользован файл
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-19000-PET,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,51aa9ec1dbd437bbe3a97f2c0860b5d33697dee74c033050d8609173034aa1c2,3772957,reused,Дубликат содержимого — переиспользован файл
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-19000-PET,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,51aa9ec1dbd437bbe3a97f2c0860b5d33697dee74c033050d8609173034aa1c2,3772957,reused,Дубликат содержимого — переиспользован файл
BAVARIA-TBAU-PREMIUM-GAZIROVANNAYA-330-GLASS,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,51aa9ec1dbd437bbe3a97f2c0860b5d33697dee74c033050d8609173034aa1c2,3772957,reused,Дубликат содержимого — переиспользован файл
BAVARIA-TBAU-PREMIUM-NEGAZIROVANNAYA-330-GLASS,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,51aa9ec1dbd437bbe3a97f2c0860b5d33697dee74c033050d8609173034aa1c2,3772957,reused,Дубликат содержимого — переиспользован файл
BAVARIA-TBAU-PREMIUM-GAZIROVANNAYA-450-GLASS,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,51aa9ec1dbd437bbe3a97f2c0860b5d33697dee74c033050d8609173034aa1c2,3772957,reused,Дубликат содержимого — переиспользован файл
BAVARIA-TBAU-PREMIUM-NEGAZIROVANNAYA-450-GLASS,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,51aa9ec1dbd437bbe3a97f2c0860b5d33697dee74c033050d8609173034aa1c2,3772957,reused,Дубликат содержимого — переиспользован файл
BAVARIA-TBAU-PREMIUM-GAZIROVANNAYA-500-GLASS,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,51aa9ec1dbd437bbe3a97f2c0860b5d33697dee74c033050d8609173034aa1c2,3772957,reused,Дубликат содержимого — переиспользован файл
BAVARIA-TBAU-PREMIUM-NEGAZIROVANNAYA-500-GLASS,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,51aa9ec1dbd437bbe3a97f2c0860b5d33697dee74c033050d8609173034aa1c2,3772957,reused,Дубликат содержимого — переиспользован файл
